TYPE, CODE, NAME, START, CAPACITY, STUDENTS,
teacher, 1324554321, T. Camp,,,,,
class, 09/2043-01-1+1324554321, 001, 07:00,,0
class, 09/2043-01-1+1324554321, 002, 08:00,,0
class, 09/2043-01-1+1324554321, 003, 18:00,,0,
class, 09/2043-01-1+1324554321, 004, 19:00,,0,
class, 09/2043-01-1+1324554321, 005, 20:00,,0,
class, 09/2043-01-1+1324554321, 006, 22:00,,0,

campus, 01, Main,,,350,
course, 09/2043-01-2, Docker Intensive,01/01/2043, 60,,,
teacher, 0987654421, H. Maria,,,,,
class, 09/2043-01-2+0987654421, 001, 07:00,,0
class, 09/2043-01-2+0987654421, 002, 08:00,,0
class, 09/2043-01-2+0987654421, 003, 18:00,,0,
class, 09/2043-01-2+0987654421, 004, 20:00,,0,
class, 09/2043-01-2+0987654421, 005, 21:00,,0,
class, 09/2043-01-2+0987654421, 006, 22:00,,0,

campus, 01, Main,,,350,
course, 09/2043-01-3, All you need to know about Microservices, 01/09/2043,60,,
teacher, 0987654321, A. Jeremiah,,,,,
class, 09/2043-01-3+0987654321, 001, 07:00,,0
class, 09/2043-01-3+0987654321, 002, 08:00,,0
class, 09/2043-01-3+0987654321, 003, 18:00,,0,
class, 09/2043-01-3+0987654321, 004, 20:00,,0,
class, 09/2043-01-3+0987654321, 005, 21:00,,0,
class, 09/2043-01-3+0987654321, 006, 19:00,,0,
class, 09/2043-01-3+0987654321, 007, 18:00,,0,

campus, 06, Stormlands,,,250,
course, 09/2043-06-4, Introduce to Cloud Computing, 01/09/2043,60,,
teacher, 1324554321, T. Camp,,,,,
class, 09/2043-06-4+1324554321, 001, 07:00,,0
class, 09/2043-06-4+1324554321, 002, 08:00,,0
class, 09/2043-06-4+1324554321, 003, 18:00,,0,
class, 09/2043-06-4+1324554321, 004, 20:00,,0,
class, 09/2043-06-4+1324554321, 005, 21:00,,0,
class, 09/2043-06-4+1324554321, 006, 19:00,,0,
class, 09/2043-06-4+1324554321, 007, 18:00,,0,

campus, 01, Main,,,350,
course, 09/2043-01-5, Test Pyramid, 01/09/2043,60,,
teacher, 1234567890, L. Joseph,,,,,
class, 09/2043-01-5+1234567890, 001, 07:00,,0
class, 09/2043-01-5+1234567890, 002, 08:00,,0
class, 09/2043-01-5+1234567890, 003, 18:00,,0,
class, 09/2043-01-5+1234567890, 004, 20:00,,0,
class, 09/2043-01-5+1234567890, 005, 21:00,,0,
class, 09/2043-01-5+1234567890, 006, 19:00,,0,
class, 09/2043-01-5+1234567890, 007, 18:00,,0,

campus, 04, Riverlands,,,350,
course, 09/2043-04-6, Introduce to Cloud Computing, 01/09/2043,60,,
teacher, 1324554321, T. Camp,,,,,
class, 09/2043-04-6+1324554321, 001, 07:00,,0
class, 09/2043-04-6+1324554321, 002, 08:00,,0
class, 09/2043-04-6+1324554321, 003, 18:00,,0,
class, 09/2043-04-6+1324554321, 004, 20:00,,0,
class, 09/2043-04-6+1324554321, 005, 21:00,,0,
class, 09/2043-04-6+1324554321, 006, 19:00,,0,
class, 09/2043-04-6+1324554321, 007, 18:00,,0,

campus, 01, Main,,,350,
course, 01/2044-01-1, Asynchronous Programming, 01/01/2044, 60,,,
teacher, 1234567890, L. Joseph,,,,,
class, 01/2044-01-1+1234567890, 001, 19:00,,0,
class, 01/2044-01-1+1234567890, 002, 20:00,,0,
class, 01/2044-01-1+1234567890, 003, 21:00,,0,

campus, 01, Main,,,350,
course, 01/2044-01-2, Engenering of High disponibility, 01/01/2044, 60,,,
teacher, 0987654421, H. Maria,,,,,
class, 01/2044-01-2+0987654421, 001, 20:00,,0,
class, 01/2044-01-2+0987654421, 002, 18:00,,0,
class, 01/2044-01-2+0987654421, 003, 22:00,,0,
class, 01/2044-01-2+0987654421, 004, 21:00,,0,

campus, 04, Riverlands,,,350,
course, 03/2044-04-1, NodeJS, 01/01/2044,60,,
teacher, 1324554321, T. Camp,,,,,
class, 03/2044-04-1+1324554321, 001, 07:00,,2
class, 03/2044-04-1+1324554321, 002, 08:00,,1
class, 03/2044-04-1+1324554321, 003, 18:00,,0,
class, 03/2044-04-1+1324554321, 004, 19:00,,0,
class, 03/2044-04-1+1324554321, 005, 20:00,,0,
class, 03/2044-04-1+1324554321, 006, 22:00,,0,

campus, 04, Riverlands,,,350,
course, 03/2044-04-2, SPA Libraries and Frameworks, 01/03/2044,60,,
teacher, 0987654421, H. Maria,,,,,
class, 03/2044-04-2+0987654421, 001, 07:00,,0
class, 03/2044-04-2+0987654421, 002, 08:00,,0
class, 03/2044-04-2+0987654421, 003, 18:00,,0,
class, 03/2044-04-2+0987654421, 004, 19:00,,0,
class, 03/2044-04-2+0987654421, 005, 20:00,,0,
class, 03/2044-04-2+0987654421, 006, 22:00,,0,

campus, 01, Main,,,350,
course, 03/2044-01-3, All you need to know about Microservices, 01/03/2044,60,,
teacher, 9876512340, M. John,,,,,
class, 03/2044-01-3+9876512340, 001, 07:00,,0
class, 03/2044-01-3+9876512340, 002, 08:00,,0
class, 03/2044-01-3+9876512340, 003, 18:00,,0,
class, 03/2044-01-3+9876512340, 004, 21:00,,0,
class, 03/2044-01-3+9876512340, 005, 20:00,,0,
class, 03/2044-01-3+9876512340, 006, 19:00,,0,
class, 03/2044-01-3+9876512340, 007, 18:00,,0,

campus, 06, Stormlands,,,250,
course, 03/2044-06-4, Why adopt Code Review?, 01/03/2044,60,,
teacher, 1324554321, T. Camp,,,,,
class, 03/2044-06-4+1324554321, 001, 20:00,,0,
class, 03/2044-06-4+1324554321, 002, 21:00,,0,
class, 03/2044-06-4+1324554321, 003, 22:00,,0,

campus, 03, Oldtown,,,255,
course, 03/2044-03-5, Agile Method, 01/03/2044, 60,,,
teacher, 1234567890, L. Joseph,,,,,
class, 03/2044-03-5+1234567890, 001, 19:00,,0,
class, 03/2044-03-5+1234567890, 002, 20:00,,0,
class, 03/2044-03-5+1234567890, 003, 21:00,,0,

campus, 06, Stormlands,,,250,
course, 03/2044-06-6, Quantum Computing, 01/03/2044,60,,
teacher, 1321234321, H. Stizer,,,,,
class, 03/2044-06-6+1321234321, 001, 20:00,,0,
class, 03/2044-06-6+1321234321, 002, 21:00,,0,
class, 03/2044-06-6+1321234321, 003, 22:00,,0,

campus, 01, Main,,,350,
course, 03/2044-01-7, Memory Management, 01/03/2044,60,,
teacher, 0987654321, A. Jeremiah,,,,,
class, 03/2044-01-7+0987654321, 001, 07:00,,0
class, 03/2044-01-7+0987654321, 002, 08:00,,0
class, 03/2044-01-7+0987654321, 003, 18:00,,0,
class, 03/2044-01-7+0987654321, 004, 19:00,,0,
class, 03/2044-01-7+0987654321, 005, 20:00,,0,
class, 03/2044-01-7+0987654321, 006, 21:00,,0,
class, 03/2044-01-7+0987654321, 007, 22:00,,0,

campus, 04, Riverlands,,,350,
course, 03/2044-04-8, Reliability Engineering, 01/03/2044,60,,
teacher, 1324546321, P. George,,,,,
class, 03/2044-04-8+1324546321, 001, 07:00,,0
class, 03/2044-04-8+1324546321, 002, 08:00,,0
class, 03/2044-04-8+1324546321, 003, 18:00,,5,
class, 03/2044-04-8+1324546321, 004, 19:00,,8,
class, 03/2044-04-8+1324546321, 005, 20:00,,9,
class, 03/2044-04-8+1324546321, 006, 22:00,,2,

campus, 01, Main,,,350,
course, 06/2044-01-1, Scrum/Kanban, 01/06/2044, 60,,,
teacher, 1324554321, T. Camp,,,,,
class, 06/2044-01-1+1324554321, 001, 07:00,,0
class, 06/2044-01-1+1324554321, 002, 08:00,,0
class, 06/2044-01-1+1324554321, 003, 18:00,,0,
class, 06/2044-01-1+1324554321, 004, 20:00,,0,
class, 06/2044-01-1+1324554321, 005, 21:00,,0,
class, 06/2044-01-1+1324554321, 006, 22:00,,0,

campus, 01, Main,,,350,
course, 06/2044-01-2, Hands-On TensorFlow, 01/06/2044,60,,
teacher, 9870512340, K. Greg,,,,,
class, 06/2044-01-2+9870512340, 001, 07:00,,0
class, 06/2044-01-2+9870512340, 002, 08:00,,0
class, 06/2044-01-2+9870512340, 003, 18:00,,8,
class, 06/2044-01-2+9870512340, 004, 21:00,,2,
class, 06/2044-01-2+9870512340, 005, 20:00,,5,
class, 06/2044-01-2+9870512340, 006, 19:00,,1,
class, 06/2044-01-2+9870512340, 007, 18:00,,3,

campus, 05, Dorne,,,150,
course, 06/2044-05-3, Why adopt Code Review?, 01/06/2044,60,,
teacher, 1324554321, T. Camp,,,,,
class, 06/2044-05-3+1324554321, 001, 20:00,,0,
class, 06/2044-05-3+1324554321, 002, 21:00,,0,
class, 06/2044-05-3+1324554321, 003, 22:00,,0,

campus, 01, Main,,,350,
course, 06/2044-01-4, Preparation For Certification Exams, 01/06/2044,60,,
teacher, 9876512340, N. John,,,,,
class, 06/2044-01-4+9876512340, 001, 07:00,,0
class, 06/2044-01-4+9876512340, 002, 08:00,,0
class, 06/2044-01-4+9876512340, 003, 18:00,,0,
class, 06/2044-01-4+9876512340, 004, 21:00,,0,
class, 06/2044-01-4+9876512340, 005, 20:00,,0,
class, 06/2044-01-4+9876512340, 006, 19:00,,0,
class, 06/2044-01-4+9876512340, 007, 18:00,,0,

campus, 05, Dorne,,,150,
course, 06/2044-05-5, Asynchronous Programming, 01/06/2044, 60,,,
teacher, 1234567890, L. Joseph,,,,,
class, 06/2044-05-5+1234567890, 001, 19:00,,0,
class, 06/2044-05-5+1234567890, 002, 20:00,,0,
class, 06/2044-05-5+1234567890, 003, 21:00,,0,

campus, 04, Riverlands,,,350,
course, 06/2044-04-6, Engenering of High disponibility, 01/06/2044, 60,,,
teacher, 0987654421, H. Maria,,,,,
class, 06/2044-04-6+0987654421, 001, 20:00,,0,
class, 06/2044-04-6+0987654421, 002, 18:00,,0,
class, 06/2044-04-6+0987654421, 003, 22:00,,0,
class, 06/2044-04-6+0987654421, 004, 21:00,,0,

campus, 05, Dorne,,,150,
course, 06/2044-05-7, Coding in Low Level, 01/06/2044, 60,,,
teacher, 1234567890, L. Joseph,,,,,
class, 06/2044-05-7+1234567890, 004, 19:00,,0,
class, 06/2044-05-7+1234567890, 005, 20:00,,0,

campus, 01, Main,,,350,
course, 09/2044-01-1, AI/Big Data DevOps Engineer, 01/09/2044,60,,
teacher, 1324554321, T. Camp,,,,,
class, 09/2044-01-1+1324554321, 001, 07:00,,0
class, 09/2044-01-1+1324554321, 002, 08:00,,0
class, 09/2044-01-1+1324554321, 003, 18:00,,0,
class, 09/2044-01-1+1324554321, 004, 19:00,,0,
class, 09/2044-01-1+1324554321, 005, 20:00,,0,
class, 09/2044-01-1+1324554321, 006, 22:00,,0,

campus, 01, Main,,,350,
course, 09/2044-01-2, Docker Intensive,01/01/2044, 60,,,
teacher, 0987654421, H. Maria,,,,,
class, 09/2044-01-2+0987654421, 001, 07:00,,0
class, 09/2044-01-2+0987654421, 002, 08:00,,0
class, 09/2044-01-2+0987654421, 003, 18:00,,0,
class, 09/2044-01-2+0987654421, 004, 20:00,,0,
class, 09/2044-01-2+0987654421, 005, 21:00,,0,
class, 09/2044-01-2+0987654421, 006, 22:00,,0,

campus, 01, Main,,,350,
course, 09/2044-01-3, All you need to know about Microservices, 01/09/2044,60,,
teacher, 0987654321, A. Jeremiah,,,,,
class, 09/2044-01-3+0987654321, 001, 07:00,,0
class, 09/2044-01-3+0987654321, 002, 08:00,,0
class, 09/2044-01-3+0987654321, 003, 18:00,,0,
class, 09/2044-01-3+0987654321, 004, 20:00,,0,
class, 09/2044-01-3+0987654321, 005, 21:00,,0,
class, 09/2044-01-3+0987654321, 006, 19:00,,0,
class, 09/2044-01-3+0987654321, 007, 18:00,,0,

campus, 06, Stormlands,,,250,
course, 09/2044-06-4, Introduce to Cloud Computing, 01/09/2044,60,,
teacher, 1324554321, T. Camp,,,,,
class, 09/2044-06-4+1324554321, 001, 07:00,,0
class, 09/2044-06-4+1324554321, 002, 08:00,,0
class, 09/2044-06-4+1324554321, 003, 18:00,,0,
class, 09/2044-06-4+1324554321, 004, 20:00,,0,
class, 09/2044-06-4+1324554321, 005, 21:00,,0,
class, 09/2044-06-4+1324554321, 006, 19:00,,0,
class, 09/2044-06-4+1324554321, 007, 18:00,,0,

campus, 01, Main,,,350,
course, 09/2044-01-5, Test Pyramid, 01/09/2044,60,,
teacher, 1234567890, L. Joseph,,,,,
class, 09/2044-01-5+1234567890, 001, 07:00,,0
class, 09/2044-01-5+1234567890, 002, 08:00,,0
class, 09/2044-01-5+1234567890, 003, 18:00,,0,
class, 09/2044-01-5+1234567890, 004, 20:00,,0,
class, 09/2044-01-5+1234567890, 005, 21:00,,0,
class, 09/2044-01-5+1234567890, 006, 19:00,,0,
class, 09/2044-01-5+1234567890, 007, 18:00,,0,

campus, 04, Riverlands,,,350,
course, 09/2044-04-6, Introduce to Cloud Computing, 01/09/2044,60,,
teacher, 1324554321, T. Camp,,,,,
class, 09/2044-04-6+1324554321, 001, 07:00,,0
class, 09/2044-04-6+1324554321, 002, 08:00,,0
class, 09/2044-04-6+1324554321, 003, 18:00,,0,
class, 09/2044-04-6+1324554321, 004, 20:00,,0,
class, 09/2044-04-6+1324554321, 005, 21:00,,0,
class, 09/2044-04-6+1324554321, 006, 19:00,,0,
class, 09/2044-04-6+1324554321, 007, 18:00,,0,

campus, 01, Main,,,350,
course, 01/2045-01-1, Asynchronous Programming, 01/01/2045, 60,,,
teacher, 1234567890, L. Joseph,,,,,
class, 01/2045-01-1+1234567890, 001, 19:00,,0,
class, 01/2045-01-1+1234567890, 002, 20:00,,0,
class, 01/2045-01-1+1234567890, 003, 21:00,,0,

campus, 01, Main,,,350,
course, 01/2045-01-2, Engenering of High disponibility, 01/01/2045, 60,,,
teacher, 0987654421, H. Maria,,,,,
class, 01/2045-01-2+0987654421, 001, 20:00,,0,
class, 01/2045-01-2+0987654421, 002, 18:00,,0,
class, 01/2045-01-2+0987654421, 003, 22:00,,0,
class, 01/2045-01-2+0987654421, 004, 21:00,,0,

campus, 04, Riverlands,,,350,
course, 03/2045-04-1, NodeJS, 01/01/2045,60,,
teacher, 1324554321, T. Camp,,,,,
class, 03/2045-04-1+1324554321, 001, 07:00,,2
class, 03/2045-04-1+1324554321, 002, 08:00,,1
class, 03/2045-04-1+1324554321, 003, 18:00,,0,
class, 03/2045-04-1+1324554321, 004, 19:00,,0,
class, 03/2045-04-1+1324554321, 005, 20:00,,0,
class, 03/2045-04-1+1324554321, 006, 22:00,,0,

campus, 04, Riverlands,,,350,
course, 03/2045-04-2, SPA Libraries and Frameworks, 01/03/2045,60,,
teacher, 0987654421, H. Maria,,,,,
class, 03/2045-04-2+0987654421, 001, 07:00,,0
class, 03/2045-04-2+0987654421, 002, 08:00,,0
class, 03/2045-04-2+0987654421, 003, 18:00,,0,
class, 03/2045-04-2+0987654421, 004, 19:00,,0,
class, 03/2045-04-2+0987654421, 005, 20:00,,0,
class, 03/2045-04-2+0987654421, 006, 22:00,,0,

campus, 01, Main,,,350,
course, 03/2045-01-3, All you need to know about Microservices, 01/03/2045,60,,
teacher, 9876512340, M. John,,,,,
class, 03/2045-01-3+9876512340, 001, 07:00,,0
class, 03/2045-01-3+9876512340, 002, 08:00,,0
class, 03/2045-01-3+9876512340, 003, 18:00,,0,
class, 03/2045-01-3+9876512340, 004, 21:00,,0,
class, 03/2045-01-3+9876512340, 005, 20:00,,0,
class, 03/2045-01-3+9876512340, 006, 19:00,,0,
class, 03/2045-01-3+9876512340, 007, 18:00,,0,

campus, 06, Stormlands,,,250,
course, 03/2045-06-4, Why adopt Code Review?, 01/03/2045,60,,
teacher, 1324554321, T. Camp,,,,,
class, 03/2045-06-4+1324554321, 001, 20:00,,0,
class, 03/2045-06-4+1324554321, 002, 21:00,,0,
class, 03/2045-06-4+1324554321, 003, 22:00,,0,

campus, 03, Oldtown,,,255,
course, 03/2045-03-5, Agile Method, 01/03/2045, 60,,,
teacher, 1234567890, L. Joseph,,,,,
class, 03/2045-03-5+1234567890, 001, 19:00,,0,
class, 03/2045-03-5+1234567890, 002, 20:00,,0,
class, 03/2045-03-5+1234567890, 003, 21:00,,0,

campus, 06, Stormlands,,,250,
course, 03/2045-06-6, Quantum Computing, 01/03/2045,60,,
teacher, 1321234321, H. Stizer,,,,,
class, 03/2045-06-6+1321234321, 001, 20:00,,0,
class, 03/2045-06-6+1321234321, 002, 21:00,,0,
class, 03/2045-06-6+1321234321, 003, 22:00,,0,

campus, 01, Main,,,350,
course, 03/2045-01-7, Memory Management, 01/03/2045,60,,
teacher, 0987654321, A. Jeremiah,,,,,
class, 03/2045-01-7+0987654321, 001, 07:00,,0
class, 03/2045-01-7+0987654321, 002, 08:00,,0
class, 03/2045-01-7+0987654321, 003, 18:00,,0,
class, 03/2045-01-7+0987654321, 004, 19:00,,0,
class, 03/2045-01-7+0987654321, 005, 20:00,,0,
class, 03/2045-01-7+0987654321, 006, 21:00,,0,
class, 03/2045-01-7+0987654321, 007, 22:00,,0,

campus, 04, Riverlands,,,350,
course, 03/2045-04-8, Reliability Engineering, 01/03/2045,60,,
teacher, 1324546321, P. George,,,,,
class, 03/2045-04-8+1324546321, 001, 07:00,,0
class, 03/2045-04-8+1324546321, 002, 08:00,,0
class, 03/2045-04-8+1324546321, 003, 18:00,,5,
class, 03/2045-04-8+1324546321, 004, 19:00,,8,
class, 03/2045-04-8+1324546321, 005, 20:00,,9,
class, 03/2045-04-8+1324546321, 006, 22:00,,2,

campus, 01, Main,,,350,
course, 06/2045-01-1, Scrum/Kanban, 01/06/2045, 60,,,
teacher, 1324554321, T. Camp,,,,,
class, 06/2045-01-1+1324554321, 001, 07:00,,0
class, 06/2045-01-1+1324554321, 002, 08:00,,0
class, 06/2045-01-1+1324554321, 003, 18:00,,0,
class, 06/2045-01-1+1324554321, 004, 20:00,,0,
class, 06/2045-01-1+1324554321, 005, 21:00,,0,
class, 06/2045-01-1+1324554321, 006, 22:00,,0,

campus, 01, Main,,,350,
course, 06/2045-01-2, Hands-On TensorFlow, 01/06/2045,60,,
teacher, 9870512340, K. Greg,,,,,
class, 06/2045-01-2+9870512340, 001, 07:00,,0
class, 06/2045-01-2+9870512340, 002, 08:00,,0
class, 06/2045-01-2+9870512340, 003, 18:00,,8,
class, 06/2045-01-2+9870512340, 004, 21:00,,2,
class, 06/2045-01-2+9870512340, 005, 20:00,,5,
class, 06/2045-01-2+9870512340, 006, 19:00,,1,
class, 06/2045-01-2+9870512340, 007, 18:00,,3,

campus, 05, Dorne,,,150,
course, 06/2045-05-3, Why adopt Code Review?, 01/06/2045,60,,
teacher, 1324554321, T. Camp,,,,,
class, 06/2045-05-3+1324554321, 001, 20:00,,0,
class, 06/2045-05-3+1324554321, 002, 21:00,,0,
class, 06/2045-05-3+1324554321, 003, 22:00,,0,

campus, 01, Main,,,350,
course, 06/2045-01-4, Preparation For Certification Exams, 01/06/2045,60,,
teacher, 9876512340, N. John,,,,,
class, 06/2045-01-4+9876512340, 001, 07:00,,0
class, 06/2045-01-4+9876512340, 002, 08:00,,0
class, 06/2045-01-4+9876512340, 003, 18:00,,0,
class, 06/2045-01-4+9876512340, 004, 21:00,,0,
class, 06/2045-01-4+9876512340, 005, 20:00,,0,
class, 06/2045-01-4+9876512340, 006, 19:00,,0,
class, 06/2045-01-4+9876512340, 007, 18:00,,0,

campus, 05, Dorne,,,150,
course, 06/2045-05-5, Asynchronous Programming, 01/06/2045, 60,,,
teacher, 1234567890, L. Joseph,,,,,
class, 06/2045-05-5+1234567890, 001, 19:00,,0,
class, 06/2045-05-5+1234567890, 002, 20:00,,0,
class, 06/2045-05-5+1234567890, 003, 21:00,,0,

campus, 04, Riverlands,,,350,
course, 06/2045-04-6, Engenering of High disponibility, 01/06/2045, 60,,,
teacher, 0987654421, H. Maria,,,,,
class, 06/2045-04-6+0987654421, 001, 20:00,,0,
class, 06/2045-04-6+0987654421, 002, 18:00,,0,
class, 06/2045-04-6+0987654421, 003, 22:00,,0,
class, 06/2045-04-6+0987654421, 004, 21:00,,0,

campus, 05, Dorne,,,150,
course, 06/2045-05-7, Coding in Low Level, 01/06/2045, 60,,,
teacher, 1234567890, L. Joseph,,,,,
class, 06/2045-05-7+1234567890, 004, 19:00,,0,
class, 06/2045-05-7+1234567890, 005, 20:00,,0,

campus, 01, Main,,,350,
course, 09/2045-01-1, AI/Big Data DevOps Engineer, 01/09/2045,60,,
teacher, 1324554321, T. Camp,,,,,
class, 09/2045-01-1+1324554321, 001, 07:00,,0
class, 09/2045-01-1+1324554321, 002, 08:00,,0
class, 09/2045-01-1+1324554321, 003, 18:00,,0,
class, 09/2045-01-1+1324554321, 004, 19:00,,0,
class, 09/2045-01-1+1324554321, 005, 20:00,,0,
class, 09/2045-01-1+1324554321, 006, 22:00,,0,

campus, 01, Main,,,350,
course, 09/2045-01-2, Docker Intensive,01/01/2045, 60,,,
teacher, 0987654421, H. Maria,,,,,
class, 09/2045-01-2+0987654421, 001, 07:00,,0
class, 09/2045-01-2+0987654421, 002, 08:00,,0
class, 09/2045-01-2+0987654421, 003, 18:00,,0,
class, 09/2045-01-2+0987654421, 004, 20:00,,0,
class, 09/2045-01-2+0987654421, 005, 21:00,,0,
class, 09/2045-01-2+0987654421, 006, 22:00,,0,

campus, 01, Main,,,350,
course, 09/2045-01-3, All you need to know about Microservices, 01/09/2045,60,,
teacher, 0987654321, A. Jeremiah,,,,,
class, 09/2045-01-3+0987654321, 001, 07:00,,0
class, 09/2045-01-3+0987654321, 002, 08:00,,0
class, 09/2045-01-3+0987654321, 003, 18:00,,0,
class, 09/2045-01-3+0987654321, 004, 20:00,,0,
class, 09/2045-01-3+0987654321, 005, 21:00,,0,
class, 09/2045-01-3+0987654321, 006, 19:00,,0,
class, 09/2045-01-3+0987654321, 007, 18:00,,0,

campus, 06, Stormlands,,,250,
course, 09/2045-06-4, Introduce to Cloud Computing, 01/09/2045,60,,
teacher, 1324554321, T. Camp,,,,,
class, 09/2045-06-4+1324554321, 001, 07:00,,0
class, 09/2045-06-4+1324554321, 002, 08:00,,0
class, 09/2045-06-4+1324554321, 003, 18:00,,0,
class, 09/2045-06-4+1324554321, 004, 20:00,,0,
class, 09/2045-06-4+1324554321, 005, 21:00,,0,
class, 09/2045-06-4+1324554321, 006, 19:00,,0,
class, 09/2045-06-4+1324554321, 007, 18:00,,0,

campus, 01, Main,,,350,
course, 09/2045-01-5, Test Pyramid, 01/09/2045,60,,
teacher, 1234567890, L. Joseph,,,,,
class, 09/2045-01-5+1234567890, 001, 07:00,,0
class, 09/2045-01-5+1234567890, 002, 08:00,,0
class, 09/2045-01-5+1234567890, 003, 18:00,,0,
class, 09/2045-01-5+1234567890, 004, 20:00,,0,
class, 09/2045-01-5+1234567890, 005, 21:00,,0,
class, 09/2045-01-5+1234567890, 006, 19:00,,0,
class, 09/2045-01-5+1234567890, 007, 18:00,,0,

campus, 04, Riverlands,,,350,
course, 09/2045-04-6, Introduce to Cloud Computing, 01/09/2045,60,,
teacher, 1324554321, T. Camp,,,,,
class, 09/2045-04-6+1324554321, 001, 07:00,,0
class, 09/2045-04-6+1324554321, 002, 08:00,,0
class, 09/2045-04-6+1324554321, 003, 18:00,,0,
class, 09/2045-04-6+1324554321, 004, 20:00,,0,
class, 09/2045-04-6+1324554321, 005, 21:00,,0,
class, 09/2045-04-6+1324554321, 006, 19:00,,0,
class, 09/2045-04-6+1324554321, 007, 18:00,,0,

campus, 01, Main,,,350,
course, 01/2046-01-1, Asynchronous Programming, 01/01/2046, 60,,,
teacher, 1234567890, L. Joseph,,,,,
class, 01/2046-01-1+1234567890, 001, 19:00,,0,
class, 01/2046-01-1+1234567890, 002, 20:00,,0,
class, 01/2046-01-1+1234567890, 003, 21:00,,0,

campus, 01, Main,,,350,
course, 01/2046-01-2, Engenering of High disponibility, 01/01/2046, 60,,,
teacher, 0987654421, H. Maria,,,,,
class, 01/2046-01-2+0987654421, 001, 20:00,,0,
class, 01/2046-01-2+0987654421, 002, 18:00,,0,
class, 01/2046-01-2+0987654421, 003, 22:00,,0,
class, 01/2046-01-2+0987654421, 004, 21:00,,0,

campus, 04, Riverlands,,,350,
course, 03/2046-04-1, NodeJS, 01/01/2046,60,,
teacher, 1324554321, T. Camp,,,,,
class, 03/2046-04-1+1324554321, 001, 07:00,,2
class, 03/2046-04-1+1324554321, 002, 08:00,,1
class, 03/2046-04-1+1324554321, 003, 18:00,,0,
class, 03/2046-04-1+1324554321, 004, 19:00,,0,
class, 03/2046-04-1+1324554321, 005, 20:00,,0,
class, 03/2046-04-1+1324554321, 006, 22:00,,0,

campus, 04, Riverlands,,,350,
course, 03/2046-04-2, SPA Libraries and Frameworks, 01/03/2046,60,,
teacher, 0987654421, H. Maria,,,,,
class, 03/2046-04-2+0987654421, 001, 07:00,,0
class, 03/2046-04-2+0987654421, 002, 08:00,,0
class, 03/2046-04-2+0987654421, 003, 18:00,,0,
class, 03/2046-04-2+0987654421, 004, 19:00,,0,
class, 03/2046-04-2+0987654421, 005, 20:00,,0,
class, 03/2046-04-2+0987654421, 006, 22:00,,0,

campus, 01, Main,,,350,
course, 03/2046-01-3, All you need to know about Microservices, 01/03/2046,60,,
teacher, 9876512340, M. John,,,,,
class, 03/2046-01-3+9876512340, 001, 07:00,,0
class, 03/2046-01-3+9876512340, 002, 08:00,,0
class, 03/2046-01-3+9876512340, 003, 18:00,,0,
class, 03/2046-01-3+9876512340, 004, 21:00,,0,
class, 03/2046-01-3+9876512340, 005, 20:00,,0,
class, 03/2046-01-3+9876512340, 006, 19:00,,0,
class, 03/2046-01-3+9876512340, 007, 18:00,,0,

campus, 06, Stormlands,,,250,
course, 03/2046-06-4, Why adopt Code Review?, 01/03/2046,60,,
teacher, 1324554321, T. Camp,,,,,
class, 03/2046-06-4+1324554321, 001, 20:00,,0,
class, 03/2046-06-4+1324554321, 002, 21:00,,0,
class, 03/2046-06-4+1324554321, 003, 22:00,,0,

campus, 03, Oldtown,,,255,
course, 03/2046-03-5, Agile Method, 01/03/2046, 60,,,
teacher, 1234567890, L. Joseph,,,,,
class, 03/2046-03-5+1234567890, 001, 19:00,,0,
class, 03/2046-03-5+1234567890, 002, 20:00,,0,
class, 03/2046-03-5+1234567890, 003, 21:00,,0,

campus, 06, Stormlands,,,250,
course, 03/2046-06-6, Quantum Computing, 01/03/2046,60,,
teacher, 1321234321, H. Stizer,,,,,
class, 03/2046-06-6+1321234321, 001, 20:00,,0,
class, 03/2046-06-6+1321234321, 002, 21:00,,0,
class, 03/2046-06-6+1321234321, 003, 22:00,,0,

campus, 01, Main,,,350,
course, 03/2046-01-7, Memory Management, 01/03/2046,60,,
teacher, 0987654321, A. Jeremiah,,,,,
class, 03/2046-01-7+0987654321, 001, 07:00,,0
class, 03/2046-01-7+0987654321, 002, 08:00,,0
class, 03/2046-01-7+0987654321, 003, 18:00,,0,
class, 03/2046-01-7+0987654321, 004, 19:00,,0,
class, 03/2046-01-7+0987654321, 005, 20:00,,0,
class, 03/2046-01-7+0987654321, 006, 21:00,,0,
class, 03/2046-01-7+0987654321, 007, 22:00,,0,

campus, 04, Riverlands,,,350,
course, 03/2046-04-8, Reliability Engineering, 01/03/2046,60,,
teacher, 1324546321, P. George,,,,,
class, 03/2046-04-8+1324546321, 001, 07:00,,0
class, 03/2046-04-8+1324546321, 002, 08:00,,0
class, 03/2046-04-8+1324546321, 003, 18:00,,5,
class, 03/2046-04-8+1324546321, 004, 19:00,,8,
class, 03/2046-04-8+1324546321, 005, 20:00,,9,
class, 03/2046-04-8+1324546321, 006, 22:00,,2,

campus, 01, Main,,,350,
course, 06/2046-01-1, Scrum/Kanban, 01/06/2046, 60,,,
teacher, 1324554321, T. Camp,,,,,
